664362;2403;1657;TRANSFER;520.57;101
664363;7533;7950;TRANSFER;530.8;101
664364;1435;9188;TRANSFER;494.54;101
664365;476;2081;TRANSFER;577.75;101
664366;7426;9762;TRANSFER;445.98;101
664367;5511;9641;TRANSFER;427.0;101
664368;9595;8332;TRANSFER;523.82;101
664369;3469;2944;TRANSFER;530.17;101
664370;4282;5009;TRANSFER;570258.25;101
664371;144;7488;TRANSFER;39.97;101
664372;144;5912;TRANSFER;39.97;101
664373;144;9383;TRANSFER;39.97;101
664374;5464;9982;TRANSFER;464.19;101
664375;593;9476;TRANSFER;494.29;101
664376;9463;9246;TRANSFER;565.76;101
664377;2718;9950;TRANSFER;177.13;101
664378;2718;2128;TRANSFER;177.13;101
664379;2718;8655;TRANSFER;177.13;101
664380;2718;9998;TRANSFER;177.13;101
664381;2718;8725;TRANSFER;177.13;101
664382;2718;9073;TRANSFER;177.13;101
664383;2718;6914;TRANSFER;177.13;101
664384;3530;8178;TRANSFER;509.29;101
664385;8513;4481;TRANSFER;593.78;101
664386;2546;8650;TRANSFER;528.65;101
664387;4463;1753;TRANSFER;539.02;101
664388;6419;4371;TRANSFER;512.78;101
664389;6427;9245;TRANSFER;501.42;101
664390;7069;2537;TRANSFER;11.16;101
664391;7069;8157;TRANSFER;11.16;101
664392;7069;9760;TRANSFER;11.16;101
664393;7069;970;TRANSFER;11.16;101
664394;7069;8836;TRANSFER;11.16;101
664395;7069;5832;TRANSFER;11.16;101
664396;7069;7637;TRANSFER;11.16;101
664397;7069;9879;TRANSFER;11.16;101
664398;7069;4601;TRANSFER;11.16;101
664399;7069;4070;TRANSFER;11.16;101
664400;7069;849;TRANSFER;11.16;101
664401;5533;2304;TRANSFER;434.82;101
664402;9072;9961;TRANSFER;7.33;101
664403;9072;8542;TRANSFER;7.33;101
664404;9072;6680;TRANSFER;7.33;101
664405;9072;8201;TRANSFER;7.33;101
664406;9072;8898;TRANSFER;7.33;101
664407;9072;9756;TRANSFER;7.33;101
664408;9072;9236;TRANSFER;7.33;101
664409;9072;4322;TRANSFER;7.33;101
664410;9072;5268;TRANSFER;7.33;101
664411;9072;8087;TRANSFER;7.33;101
664412;9072;2696;TRANSFER;7.33;101
664413;9072;1563;TRANSFER;7.33;101
664414;9072;3300;TRANSFER;7.33;101
664415;9072;3410;TRANSFER;7.33;101
664416;9072;788;TRANSFER;7.33;101
664417;9072;8910;TRANSFER;7.33;101
664418;9072;9879;TRANSFER;7.33;101
664419;9072;9428;TRANSFER;7.33;101
664420;9072;5922;TRANSFER;7.33;101
664421;9072;2705;TRANSFER;7.33;101
664422;7028;6890;TRANSFER;17.76;101
664423;7028;9992;TRANSFER;17.76;101
664424;7028;7089;TRANSFER;17.76;101
664425;7028;9998;TRANSFER;17.76;101
664426;7028;8799;TRANSFER;17.76;101
664427;7028;9225;TRANSFER;17.76;101
664428;7028;5113;TRANSFER;17.76;101
664429;7028;7976;TRANSFER;17.76;101
664430;7028;6526;TRANSFER;17.76;101
664431;7028;8229;TRANSFER;17.76;101
664432;7028;8070;TRANSFER;17.76;101
664433;6570;3704;TRANSFER;567.96;101
664434;5454;7264;TRANSFER;451.89;101
664435;8598;9464;TRANSFER;483.11;101
664436;1477;1723;TRANSFER;415.5;101
664437;307;4732;TRANSFER;839527.25;101
664438;9491;7066;TRANSFER;432.77;101
664439;4093;9793;TRANSFER;23.59;101
664440;4093;6277;TRANSFER;23.59;101
664441;4093;6027;TRANSFER;23.59;101
664442;4093;2563;TRANSFER;23.59;101
664443;4093;9347;TRANSFER;23.59;101
664444;4093;9902;TRANSFER;23.59;101
664445;4093;4137;TRANSFER;23.59;101
664446;4093;8407;TRANSFER;23.59;101
664447;1578;9884;TRANSFER;532.01;101
664448;2458;1511;TRANSFER;429.72;101
664449;754;9623;TRANSFER;193.41;101
664450;754;9852;TRANSFER;193.41;101
664451;754;8114;TRANSFER;193.41;101
664452;754;8987;TRANSFER;193.41;101
664453;754;8164;TRANSFER;193.41;101
664454;3552;9766;TRANSFER;438.95;101
664455;4566;5261;TRANSFER;492.67;101
664456;536;4993;TRANSFER;560.88;101
664457;9855;9983;TRANSFER;308.23;101
664458;9855;9986;TRANSFER;308.23;101
664459;9561;7761;TRANSFER;463.77;101
664460;4738;7908;TRANSFER;179.19;101
664461;4738;9899;TRANSFER;179.19;101
664462;4738;3311;TRANSFER;179.19;101
664463;4738;8478;TRANSFER;179.19;101
664464;4738;91;TRANSFER;179.19;101
664465;4738;9290;TRANSFER;179.19;101
664466;4738;9746;TRANSFER;179.19;101
664467;4738;704;TRANSFER;179.19;101
664468;4738;5800;TRANSFER;179.19;101
664469;5419;2711;TRANSFER;586.76;101
664470;8569;8773;TRANSFER;535.36;101
664471;3419;6034;TRANSFER;487.57;101
664472;4449;2504;TRANSFER;533.19;101
664473;8774;7692;TRANSFER;165.19;101
664474;8774;9892;TRANSFER;165.19;101
664475;8774;8473;TRANSFER;165.19;101
664476;8774;7166;TRANSFER;165.19;101
664477;8774;9217;TRANSFER;165.19;101
664478;8774;8458;TRANSFER;165.19;101
664479;8774;9547;TRANSFER;165.19;101
664480;8774;7487;TRANSFER;165.19;101
664481;8774;8467;TRANSFER;165.19;101
664482;8774;5488;TRANSFER;165.19;101
664483;8774;9440;TRANSFER;165.19;101
664484;8774;6261;TRANSFER;165.19;101
664485;8774;9185;TRANSFER;165.19;101
664486;8774;6938;TRANSFER;165.19;101
664487;8774;1751;TRANSFER;165.19;101
664488;8774;8659;TRANSFER;165.19;101
